week_start_date,year,month,week_of_year,grade,demand_kg,production_kg,inventory_kg,colombo_auction_price_lkr,auction_price_lag1w,auction_price_lag4w,rainfall_index,usd_lkr_rate,festival_flag,global_commodity_shock,demand_rolling4w_avg,demand_rolling12w_avg
2024-12-16,2024,12,51,Dust,6975,7208,382,1157.43,1203.54,1242.33,42.5,313.16,0,-0.0113,7791.0,8167.0
2024-12-23,2024,12,52,Dust,9433,9518,26,1108.76,1070.49,1109.75,6.7,319.69,0,-0.03,7308.0,8148.0
2021-01-04,2021,1,1,OP,1649,1509,153,1262.3,1236.73,1278.17,17.9,313.24,0,0.0199,,
2021-01-11,2021,1,2,OP,1734,1663,51,1233.48,1189.99,1249.47,32.3,305.15,0,-0.0423,1649.0,1649.0
2021-01-18,2021,1,3,OP,1666,1615,132,1293.05,1331.27,1266.24,35.1,314.3,0,-0.0029,1692.0,1692.0
2021-01-25,2021,1,4,OP,1604,1713,259,1211.79,1219.1,1210.11,0.0,311.59,0,-0.0094,1683.0,1683.0
2021-02-01,2021,2,5,OP,2015,2056,0,1202.62,1215.17,1216.91,31.1,310.25,0,-0.0425,1663.0,1663.0
2021-02-08,2021,2,6,OP,2077,2049,114,1374.28,1350.72,1315.41,36.4,325.41,0,0.0165,1755.0,1734.0
2021-02-15,2021,2,7,OP,1804,1778,0,1314.24,1305.95,1354.14,6.9,318.72,0,0.0023,1840.0,1791.0
2021-02-22,2021,2,8,OP,2038,1883,28,1300.76,1283.76,1392.62,24.7,314.58,0,0.0087,1875.0,1793.0
2021-03-01,2021,3,9,OP,2657,2459,228,1322.47,1325.47,1357.5,16.3,326.79,1,-0.0101,1984.0,1823.0
2021-03-08,2021,3,10,OP,2273,2366,30,1447.95,1471.51,1523.56,47.2,322.45,1,0.0123,2144.0,1916.0
2021-03-15,2021,3,11,OP,2133,2105,34,1369.22,1329.57,1292.13,21.5,320.23,1,-0.0005,2193.0,1952.0
2021-03-22,2021,3,12,OP,2109,1840,0,1507.96,1483.58,1457.31,45.4,318.25,1,0.0161,2275.0,1968.0
2021-03-29,2021,3,13,OP,2385,2277,202,1264.26,1225.47,1328.87,55.3,319.95,1,-0.0685,2293.0,1980.0
2021-04-05,2021,4,14,OP,2232,2163,0,1277.87,1294.99,1296.61,32.3,310.45,1,-0.0703,2225.0,2041.0
2021-04-12,2021,4,15,OP,2397,2259,0,1434.38,1522.71,1498.62,53.2,320.07,1,-0.028,2215.0,2083.0
2021-04-19,2021,4,16,OP,2219,2142,74,1475.76,1474.28,1461.65,34.4,319.51,1,0.0216,2281.0,2144.0
2021-04-26,2021,4,17,OP,2537,2506,43,1512.1,1437.35,1463.9,36.4,323.34,1,0.0104,2308.0,2195.0
2021-05-03,2021,5,18,OP,2536,2587,0,1662.41,1688.04,1564.09,78.1,318.07,0,0.083,2346.0,2238.0
2021-05-10,2021,5,19,OP,2365,2205,329,1628.22,1649.53,1624.6,57.3,317.78,0,0.0415,2422.0,2277.0
2021-05-17,2021,5,20,OP,2313,1938,0,1501.22,1456.09,1486.46,65.8,323.91,0,-0.005,2414.0,2323.0
2021-05-24,2021,5,21,OP,2558,2753,339,1441.72,1409.7,1542.77,56.8,317.47,0,-0.0229,2438.0,2346.0
2021-05-31,2021,5,22,OP,2322,2246,3,1477.5,1527.63,1489.97,73.9,315.18,0,0.0246,2443.0,2338.0
2021-06-07,2021,6,23,OP,2477,2369,0,1502.96,1484.18,1504.53,81.2,313.05,0,0.0007,2390.0,2342.0
2021-06-14,2021,6,24,OP,2297,2286,113,1601.62,1551.32,1555.04,67.3,315.31,0,0.028,2418.0,2371.0
2021-06-21,2021,6,25,OP,2306,2245,228,1516.66,1554.75,1462.39,56.8,308.19,0,0.0109,2414.0,2386.0
2021-06-28,2021,6,26,OP,2390,2413,121,1660.86,1683.28,1586.27,99.7,309.84,0,0.0581,2350.0,2380.0
2021-07-05,2021,7,27,OP,2221,2250,25,1490.66,1489.67,1597.66,89.5,312.31,0,-0.0221,2368.0,2393.0
2021-07-12,2021,7,28,OP,2787,2735,0,1532.69,1555.57,1572.26,96.0,315.99,0,0.0203,2304.0,2378.0
2021-07-19,2021,7,29,OP,2423,2408,354,1550.24,1510.54,1604.34,57.2,306.21,0,0.0478,2426.0,2426.0
2021-07-26,2021,7,30,OP,1889,1837,0,1611.85,1590.81,1583.08,88.5,310.14,0,0.0183,2455.0,2416.0
2021-08-02,2021,8,31,OP,2413,2335,185,1477.69,1504.15,1515.23,45.4,305.62,0,0.0083,2330.0,2362.0
2021-08-09,2021,8,32,OP,2053,2185,124,1655.39,1690.06,1766.89,100.0,308.05,0,0.0857,2378.0,2366.0
2021-08-16,2021,8,33,OP,2394,2323,0,1535.61,1537.97,1456.8,93.6,307.69,0,-0.001,2194.0,2345.0
2021-08-23,2021,8,34,OP,1951,1877,308,1526.42,1494.67,1563.83,74.9,303.98,0,-0.0079,2187.0,2331.0
2021-08-30,2021,8,35,OP,2165,2343,147,1452.58,1469.94,1493.32,58.8,311.64,0,0.0255,2203.0,2300.0
2021-09-06,2021,9,36,OP,2055,1962,0,1494.97,1503.38,1501.2,54.7,314.16,0,0.0404,2141.0,2274.0
2021-09-13,2021,9,37,OP,1887,1811,0,1454.29,1455.71,1456.65,50.5,302.98,0,0.022,2141.0,2254.0
2021-09-20,2021,9,38,OP,2362,2308,0,1522.12,1505.27,1556.76,74.5,304.21,0,0.0124,2014.0,2219.0
2021-09-27,2021,9,39,OP,1819,1784,207,1516.26,1549.35,1553.2,46.9,310.34,0,0.0491,2117.0,2217.0
2021-10-04,2021,10,40,OP,1674,1676,0,1341.93,1321.65,1370.73,33.4,291.19,0,0.0203,2031.0,2183.0
2021-10-11,2021,10,41,OP,1826,1844,50,1344.14,1327.65,1327.88,57.9,301.72,0,0.0023,1936.0,2090.0
2021-10-18,2021,10,42,OP,2212,2029,0,1355.79,1331.8,1346.41,41.4,289.39,0,0.0304,1920.0,2041.0
2021-10-25,2021,10,43,OP,2084,1989,0,1472.23,1507.14,1514.57,73.4,302.91,0,0.0521,1883.0,2068.0
2021-11-01,2021,11,44,OP,2169,2232,209,1314.73,1322.16,1301.65,43.1,308.66,0,0.0203,1949.0,2040.0
2021-11-08,2021,11,45,OP,2060,1984,0,1366.7,1334.01,1391.01,74.0,306.8,0,0.0096,2073.0,2050.0
2021-11-15,2021,11,46,OP,1772,1753,0,1337.14,1322.4,1293.38,13.7,295.96,0,0.0373,2131.0,2022.0
2021-11-22,2021,11,47,OP,1972,1908,0,1257.39,1245.67,1177.18,62.8,311.77,0,-0.041,2021.0,2007.0
2021-11-29,2021,11,48,OP,1715,1796,0,1254.98,1267.93,1176.54,21.8,302.53,0,-0.0081,1993.0,1991.0
2021-12-06,2021,12,49,OP,1673,1592,0,1259.62,1255.01,1328.89,34.4,308.63,0,0.0172,1880.0,1963.0
2021-12-13,2021,12,50,OP,1776,1674,0,1173.54,1197.71,1157.83,17.6,314.65,0,-0.0301,1783.0,1945.0
2021-12-20,2021,12,51,OP,1988,2053,17,1289.97,1264.19,1263.92,28.9,311.08,0,0.0232,1784.0,1896.0
2021-12-27,2021,12,52,OP,1948,2022,295,1266.62,1271.17,1284.38,6.3,317.28,0,0.013,1788.0,1910.0
2022-01-03,2022,1,1,OP,2112,1907,0,1306.99,1306.48,1291.14,22.9,316.15,0,0.0133,1846.0,1933.0
2022-01-10,2022,1,2,OP,1903,1917,124,1317.09,1294.88,1431.46,0.0,317.24,0,0.04,1956.0,1957.0
2022-01-17,2022,1,3,OP,2383,2374,0,1194.05,1219.75,1195.07,31.4,315.51,0,-0.0602,1988.0,1931.0
2022-01-24,2022,1,4,OP,2006,1932,0,1249.23,1255.06,1296.86,0.0,312.7,0,-0.0356,2086.0,1956.0
2022-01-31,2022,1,5,OP,2162,2308,0,1288.35,1321.96,1202.68,26.4,314.22,0,0.0388,2101.0,1942.0
2022-02-07,2022,2,6,OP,1966,2048,15,1402.15,1446.98,1433.61,5.5,315.57,0,0.0646,2114.0,1951.0
2022-02-14,2022,2,7,OP,1956,1943,515,1315.95,1283.59,1342.1,15.9,315.59,0,-0.072,2129.0,1967.0
2022-02-21,2022,2,8,OP,2074,2049,0,1392.07,1410.03,1423.01,40.9,320.18,0,-0.0012,2022.0,1966.0
2022-02-28,2022,2,9,OP,2036,1945,0,1307.26,1306.57,1261.15,3.3,318.1,0,-0.0389,2040.0,1996.0
2022-03-07,2022,3,10,OP,2183,2245,163,1393.17,1379.47,1438.15,47.4,320.94,1,-0.0376,2008.0,2026.0
2022-03-14,2022,3,11,OP,2445,2359,0,1414.24,1425.28,1408.4,34.9,320.81,1,0.0,2062.0,2060.0
2022-03-21,2022,3,12,OP,2171,1968,0,1439.37,1437.19,1477.97,35.0,325.87,1,-0.018,2184.0,2098.0
2022-03-28,2022,3,13,OP,2499,2501,136,1449.26,1470.0,1490.89,20.0,326.83,1,0.0016,2209.0,2116.0
2022-04-04,2022,4,14,OP,2764,3026,58,1502.91,1510.32,1532.86,26.0,319.11,1,0.0596,2324.0,2149.0
2022-04-11,2022,4,15,OP,2608,2610,0,1557.58,1563.49,1516.34,50.1,322.28,1,0.0809,2470.0,2220.0
2022-04-18,2022,4,16,OP,2711,2599,46,1615.05,1595.66,1494.47,63.2,320.8,1,0.0242,2510.0,2239.0
2022-04-25,2022,4,17,OP,2753,2576,0,1603.82,1617.83,1629.76,51.6,318.26,1,0.0647,2646.0,2298.0
2022-05-02,2022,5,18,OP,2599,2664,345,1515.38,1490.88,1465.04,75.0,324.62,0,-0.046,2709.0,2347.0
2022-05-09,2022,5,19,OP,2601,2733,73,1612.8,1577.59,1587.83,91.9,322.88,0,-0.0128,2668.0,2400.0
2022-05-16,2022,5,20,OP,2235,2030,17,1409.78,1421.3,1351.73,32.7,326.52,0,-0.021,2666.0,2454.0
2022-05-23,2022,5,21,OP,2455,2241,0,1473.89,1429.78,1435.57,45.1,318.16,0,-0.0144,2547.0,2467.0
2022-05-30,2022,5,22,OP,2506,2675,102,1448.78,1463.68,1481.93,77.3,327.02,0,-0.0459,2472.0,2502.0
2022-06-06,2022,6,23,OP,2502,2613,207,1545.56,1561.01,1574.74,86.3,315.83,0,-0.0517,2449.0,2529.0
2022-06-13,2022,6,24,OP,2811,2599,0,1630.85,1608.35,1598.68,72.5,324.56,0,0.0289,2424.0,2534.0
2022-06-20,2022,6,25,OP,2611,2706,506,1474.73,1501.92,1503.2,56.1,318.6,0,-0.054,2568.0,2587.0
2022-06-27,2022,6,26,OP,2720,2554,0,1403.52,1403.61,1421.92,72.7,313.51,0,-0.0503,2608.0,2596.0
2022-07-04,2022,7,27,OP,2410,2418,177,1709.53,1751.84,1678.26,63.3,321.22,0,0.1048,2661.0,2593.0
2022-07-11,2022,7,28,OP,2293,2486,332,1480.98,1522.76,1505.25,93.5,319.12,0,-0.0882,2638.0,2576.0
2022-07-18,2022,7,29,OP,2394,2473,0,1721.78,1684.18,1783.09,76.7,307.37,0,0.0724,2508.0,2541.0
2022-07-25,2022,7,30,OP,2323,2317,0,1565.01,1584.18,1501.37,64.9,300.69,0,-0.0216,2454.0,2511.0
2022-08-01,2022,8,31,OP,2725,2725,202,1524.14,1491.86,1614.47,76.3,307.7,0,0.0058,2355.0,2488.0
2022-08-08,2022,8,32,OP,2130,1985,0,1592.18,1577.8,1604.6,82.2,310.79,0,0.0342,2434.0,2499.0
2022-08-15,2022,8,33,OP,2445,2363,0,1437.38,1424.27,1447.81,52.8,305.11,0,-0.0071,2393.0,2490.0
2022-08-22,2022,8,34,OP,2007,2000,333,1420.88,1444.9,1418.1,74.8,302.6,0,-0.071,2406.0,2489.0
2022-08-29,2022,8,35,OP,2103,2073,205,1671.22,1711.93,1636.91,73.6,307.55,0,0.0888,2327.0,2448.0
2022-09-05,2022,9,36,OP,2232,2250,0,1422.16,1461.65,1400.26,33.7,302.57,0,0.0183,2171.0,2414.0
2022-09-12,2022,9,37,OP,2102,2093,9,1448.41,1427.59,1491.57,76.3,302.97,0,-0.0607,2197.0,2366.0
2022-09-19,2022,9,38,OP,2526,2667,93,1435.12,1478.78,1380.65,40.4,302.78,0,-0.0092,2111.0,2324.0
2022-09-26,2022,9,39,OP,1920,2197,580,1310.31,1307.09,1315.2,64.0,297.73,0,-0.0765,2241.0,2308.0
2022-10-03,2022,10,40,OP,1850,1804,184,1485.72,1502.11,1557.05,58.3,297.87,0,0.0755,2195.0,2267.0
2022-10-10,2022,10,41,OP,2379,2256,0,1337.56,1329.84,1295.63,52.6,299.86,0,-0.0137,2100.0,2230.0
2022-10-17,2022,10,42,OP,2312,2041,0,1388.78,1397.39,1385.64,31.0,313.45,0,0.0277,2169.0,2228.0
2022-10-24,2022,10,43,OP,1869,1800,29,1469.92,1500.75,1567.25,66.1,301.7,0,0.066,2115.0,2228.0
2022-10-31,2022,10,44,OP,1890,1772,0,1466.88,1456.05,1296.31,64.3,300.79,0,0.0177,2102.0,2156.0
2022-11-07,2022,11,45,OP,1652,1740,266,1291.58,1271.43,1360.32,28.8,301.84,0,-0.0039,2112.0,2136.0
2022-11-14,2022,11,46,OP,2123,1989,17,1278.15,1264.74,1240.56,38.3,313.76,0,0.017,1931.0,2070.0
2022-11-21,2022,11,47,OP,2136,2271,208,1170.33,1184.45,1184.29,37.8,313.31,0,-0.0512,1884.0,2080.0
2022-11-28,2022,11,48,OP,2308,2262,0,1210.56,1231.78,1134.95,38.5,312.5,0,-0.0151,1950.0,2083.0
2022-12-05,2022,12,49,OP,2149,2448,338,1306.43,1305.02,1255.1,10.0,311.44,0,0.0135,2055.0,2089.0
2022-12-12,2022,12,50,OP,1782,1827,60,1381.93,1378.14,1353.22,45.0,304.79,0,0.023,2179.0,2093.0
2022-12-19,2022,12,51,OP,2159,2085,0,1314.19,1319.78,1368.18,26.7,314.71,0,-0.021,2094.0,2031.0
2022-12-26,2022,12,52,OP,1993,1838,0,1252.68,1249.0,1294.81,31.4,316.79,0,-0.0162,2100.0,2051.0
2023-01-02,2023,1,1,OP,1975,1826,0,1329.65,1319.34,1307.65,18.5,326.56,0,0.0209,2021.0,2063.0
2023-01-09,2023,1,2,OP,2054,1929,0,1234.7,1170.42,1216.86,13.8,317.12,0,-0.0535,1977.0,2029.0
2023-01-16,2023,1,3,OP,1919,1967,303,1240.05,1250.83,1263.63,14.6,323.6,0,-0.0073,2045.0,2008.0
2023-01-23,2023,1,4,OP,1970,1907,0,1475.22,1518.49,1409.63,18.4,312.7,0,0.0743,1985.0,2012.0
2023-01-30,2023,1,5,OP,2482,2299,0,1347.24,1404.49,1418.99,20.8,321.19,0,0.0383,1980.0,2018.0
2023-02-06,2023,2,6,OP,2306,2169,0,1445.38,1456.82,1485.44,29.1,319.99,0,0.0403,2106.0,2088.0
2023-02-13,2023,2,7,OP,2348,2287,20,1357.77,1364.79,1369.32,14.5,320.95,0,0.0239,2169.0,2103.0
2023-02-20,2023,2,8,OP,2031,2052,266,1484.23,1481.74,1417.76,41.9,316.75,0,0.0125,2276.0,2120.0
2023-02-27,2023,2,9,OP,2451,2427,624,1300.97,1308.28,1189.99,29.0,328.5,0,-0.0229,2292.0,2097.0
2023-03-06,2023,3,10,OP,2576,2796,0,1299.05,1294.33,1185.93,47.9,320.36,1,-0.0926,2284.0,2122.0
2023-03-13,2023,3,11,OP,2506,2456,0,1377.12,1319.95,1372.38,47.3,326.18,1,-0.0325,2352.0,2189.0
2023-03-20,2023,3,12,OP,2558,2363,0,1394.51,1406.23,1346.73,32.5,326.52,1,-0.013,2391.0,2218.0
2023-03-27,2023,3,13,OP,2746,2669,0,1481.53,1529.2,1530.61,42.2,324.71,1,0.0473,2523.0,2265.0
2023-04-03,2023,4,14,OP,2610,2657,82,1538.64,1546.12,1444.31,49.9,324.77,1,-0.0316,2596.0,2329.0
2023-04-10,2023,4,15,OP,2923,2774,0,1509.52,1466.79,1522.72,65.0,332.79,1,-0.0157,2605.0,2375.0
2023-04-17,2023,4,16,OP,2872,2964,177,1517.98,1445.41,1492.95,32.3,326.52,1,0.0185,2709.0,2459.0
2023-04-24,2023,4,17,OP,2782,2606,96,1550.54,1566.24,1640.3,78.4,325.6,1,-0.0293,2788.0,2534.0
2023-05-01,2023,5,18,OP,2274,2139,0,1585.95,1606.04,1587.39,34.0,325.05,0,0.03,2797.0,2559.0
2023-05-08,2023,5,19,OP,2826,2755,69,1591.02,1539.6,1610.09,61.1,332.32,0,-0.0312,2713.0,2556.0
2023-05-15,2023,5,20,OP,2140,2090,0,1591.84,1595.44,1568.72,76.2,325.03,0,-0.0095,2688.0,2596.0
2023-05-22,2023,5,21,OP,2838,2705,178,1667.67,1660.99,1683.14,68.3,329.0,0,-0.0045,2506.0,2605.0
2023-05-29,2023,5,22,OP,2696,2450,0,1551.99,1602.84,1575.66,51.8,330.92,0,-0.0438,2520.0,2638.0
2023-06-05,2023,6,23,OP,2623,2671,410,1561.56,1556.08,1592.26,77.2,321.01,0,-0.026,2625.0,2648.0
2023-06-12,2023,6,24,OP,2272,2237,0,1707.5,1610.01,1648.98,95.2,307.76,0,0.0105,2574.0,2657.0
2023-06-19,2023,6,25,OP,2525,2630,110,1567.84,1510.08,1623.78,83.8,328.14,0,-0.0549,2607.0,2634.0
2023-06-26,2023,6,26,OP,2539,2447,0,1663.31,1627.39,1528.79,74.6,313.22,0,0.057,2529.0,2615.0
2023-07-03,2023,7,27,OP,2480,2410,0,1580.81,1560.89,1627.09,73.5,309.08,0,0.0203,2490.0,2609.0
2023-07-10,2023,7,28,OP,2655,2965,515,1458.59,1449.33,1513.5,68.6,320.53,0,-0.0431,2454.0,2572.0
2023-07-17,2023,7,29,OP,2773,2880,0,1613.29,1578.05,1622.02,75.1,317.16,0,0.0091,2550.0,2554.0
2023-07-24,2023,7,30,OP,2449,2528,254,1671.97,1700.29,1664.26,87.7,317.2,0,0.0234,2612.0,2553.0
2023-07-31,2023,7,31,OP,2177,2206,139,1714.78,1703.1,1749.09,94.2,307.55,0,0.0502,2589.0,2568.0
2023-08-07,2023,8,32,OP,2503,2630,229,1587.69,1628.46,1669.93,58.6,304.4,0,0.0115,2514.0,2514.0
2023-08-14,2023,8,33,OP,2551,2591,171,1652.64,1645.56,1677.72,76.0,312.15,0,0.0352,2476.0,2544.0
2023-08-21,2023,8,34,OP,2599,2436,226,1666.38,1656.27,1651.79,83.4,319.74,0,0.043,2420.0,2520.0
2023-08-28,2023,8,35,OP,2566,2476,0,1571.14,1552.4,1552.34,71.5,303.64,0,-0.0032,2458.0,2512.0
2023-09-04,2023,9,36,OP,2143,2098,52,1623.37,1665.96,1552.45,58.1,302.7,0,0.0368,2555.0,2507.0
2023-09-11,2023,9,37,OP,1824,1514,0,1388.02,1402.54,1320.27,90.9,303.21,0,-0.0181,2465.0,2497.0
2023-09-18,2023,9,38,OP,1937,1992,0,1520.81,1521.89,1560.49,75.6,318.12,0,0.0249,2283.0,2438.0
2023-09-25,2023,9,39,OP,2393,2374,262,1373.51,1391.81,1405.26,50.7,299.95,0,-0.0318,2118.0,2388.0
2023-10-02,2023,10,40,OP,2121,1947,0,1466.65,1494.75,1420.25,65.1,309.74,0,0.0045,2074.0,2381.0
2023-10-09,2023,10,41,OP,2118,1994,5,1390.33,1418.95,1434.64,43.9,304.6,0,-0.0094,2069.0,2336.0
2023-10-16,2023,10,42,OP,1939,1908,0,1445.34,1443.68,1364.66,61.0,304.29,0,-0.0122,2142.0,2282.0
2023-10-23,2023,10,43,OP,1995,1904,179,1483.26,1426.56,1488.78,45.8,307.16,0,0.0251,2143.0,2239.0
2023-10-30,2023,10,44,OP,1959,2320,633,1596.27,1595.11,1605.65,58.0,309.24,0,0.102,2043.0,2224.0
2023-11-06,2023,11,45,OP,1762,1722,88,1412.79,1401.72,1355.27,27.9,305.31,0,0.0253,2003.0,2179.0
2023-11-13,2023,11,46,OP,2156,2156,245,1435.02,1467.23,1408.63,55.3,316.43,0,-0.015,1914.0,2113.0
2023-11-20,2023,11,47,OP,1976,2148,477,1390.58,1364.45,1452.84,53.8,314.82,0,0.0096,1968.0,2076.0
2023-11-27,2023,11,48,OP,1962,1750,0,1398.73,1375.01,1375.02,43.5,320.05,0,-0.0059,1963.0,2027.0
2023-12-04,2023,12,49,OP,2179,2492,750,1303.09,1322.14,1331.16,54.7,313.73,0,-0.0842,1964.0,2012.0
2023-12-11,2023,12,50,OP,2369,2366,54,1364.98,1359.39,1366.69,35.0,315.86,0,-0.0075,2068.0,2041.0
2023-12-18,2023,12,51,OP,2292,2360,117,1258.0,1238.71,1261.43,8.0,320.09,0,0.0034,2122.0,2077.0
2023-12-25,2023,12,52,OP,2089,1890,0,1414.21,1438.08,1436.42,49.1,313.6,0,0.0208,2200.0,2069.0
2024-01-01,2024,1,1,OP,2054,2035,0,1428.25,1450.95,1483.87,24.9,329.18,0,0.0299,2232.0,2066.0
2024-01-08,2024,1,2,OP,2356,2309,0,1389.79,1380.43,1342.74,17.0,320.89,0,-0.0179,2201.0,2061.0
2024-01-15,2024,1,3,OP,1888,1858,31,1451.89,1504.38,1481.29,27.6,321.75,0,0.0144,2198.0,2096.0
2024-01-22,2024,1,4,OP,1994,2124,20,1310.57,1321.51,1373.01,32.3,323.62,0,-0.0624,2097.0,2087.0
2024-01-29,2024,1,5,OP,2351,2390,0,1342.71,1344.85,1383.47,29.9,327.78,0,-0.0256,2073.0,2090.0
2024-02-05,2024,2,6,OP,2205,2238,271,1443.56,1393.13,1412.45,14.2,322.43,0,0.0075,2147.0,2139.0
2024-02-12,2024,2,7,OP,2205,2006,73,1377.11,1378.81,1326.02,0.0,314.74,0,-0.011,2110.0,2143.0
2024-02-19,2024,2,8,OP,2472,2191,0,1313.28,1334.38,1325.87,15.2,322.54,0,-0.0223,2189.0,2162.0
2024-02-26,2024,2,9,OP,2124,2045,0,1397.8,1376.24,1298.61,37.2,322.88,0,-0.0306,2308.0,2204.0
2024-03-04,2024,3,10,OP,2507,2211,0,1456.99,1476.21,1520.53,14.8,335.95,1,-0.0089,2252.0,2200.0
2024-03-11,2024,3,11,OP,2616,2513,0,1594.17,1607.91,1512.82,51.5,337.45,1,-0.0193,2327.0,2211.0
2024-03-18,2024,3,12,OP,2578,2777,49,1613.38,1613.8,1601.81,44.6,329.35,1,0.0291,2430.0,2238.0
2024-03-25,2024,3,13,OP,2543,2656,119,1478.05,1447.14,1476.5,9.9,338.51,1,-0.0146,2456.0,2279.0
2024-04-01,2024,4,14,OP,2397,2455,2,1533.47,1545.21,1602.47,29.8,328.53,1,0.0077,2561.0,2320.0
2024-04-08,2024,4,15,OP,2596,2653,0,1663.27,1674.17,1726.64,76.5,333.62,1,0.0264,2534.0,2323.0
2024-04-15,2024,4,16,OP,2480,2481,0,1750.52,1727.01,1746.68,61.4,319.54,1,0.0544,2528.0,2382.0
2024-04-22,2024,4,17,OP,3191,3291,20,1548.84,1559.11,1483.96,70.2,329.75,1,0.0072,2504.0,2423.0
2024-04-29,2024,4,18,OP,2672,2693,10,1684.42,1643.5,1535.63,51.3,322.32,1,0.0759,2666.0,2493.0
2024-05-06,2024,5,19,OP,2679,2762,0,1607.14,1590.47,1661.99,43.0,318.08,0,0.0008,2735.0,2532.0
2024-05-13,2024,5,20,OP,2763,2715,0,1511.02,1435.27,1529.0,71.8,324.46,0,-0.0521,2756.0,2571.0
2024-05-20,2024,5,21,OP,2629,2634,37,1869.12,1846.81,1743.93,61.5,330.95,0,0.1081,2826.0,2596.0
2024-05-27,2024,5,22,OP,2559,2749,435,1445.59,1430.61,1428.19,42.6,313.91,0,-0.0479,2686.0,2638.0
2024-06-03,2024,6,23,OP,2353,2138,0,1726.82,1718.96,1776.24,61.3,315.46,0,0.0508,2658.0,2642.0
2024-06-10,2024,6,24,OP,2533,2635,135,1576.88,1579.47,1466.35,100.0,317.99,0,-0.116,2576.0,2620.0
2024-06-17,2024,6,25,OP,2618,2940,159,1664.04,1659.94,1704.15,87.6,321.4,0,-0.0528,2518.0,2616.0
2024-06-24,2024,6,26,OP,2795,2627,0,1586.41,1573.91,1620.53,82.7,317.06,0,-0.0861,2516.0,2622.0
2024-07-01,2024,7,27,OP,2626,2644,232,1639.88,1721.62,1621.83,56.2,324.8,0,-0.0128,2575.0,2656.0
2024-07-08,2024,7,28,OP,2893,3351,577,1764.85,1817.81,1770.11,94.3,324.04,0,0.0327,2643.0,2658.0
2024-07-15,2024,7,29,OP,2877,2893,0,1628.3,1636.91,1625.67,86.8,325.34,0,0.0074,2733.0,2693.0
2024-07-22,2024,7,30,OP,2649,2892,87,1767.66,1772.88,1713.79,100.0,311.4,0,0.0425,2798.0,2666.0
2024-07-29,2024,7,31,OP,2601,2457,0,1662.2,1686.29,1692.02,94.3,312.23,0,0.0018,2761.0,2664.0
2024-08-05,2024,8,32,OP,2786,2967,0,1645.12,1683.52,1643.6,70.3,307.07,0,0.0053,2755.0,2658.0
2024-08-12,2024,8,33,OP,2488,2768,384,1654.69,1694.38,1652.55,99.7,310.77,0,-0.0465,2728.0,2660.0
2024-08-19,2024,8,34,OP,1994,2160,0,1733.35,1743.82,1706.56,64.6,313.77,0,0.0021,2631.0,2648.0
2024-08-26,2024,8,35,OP,2860,2805,0,1593.34,1560.19,1637.88,87.1,310.81,0,-0.0145,2467.0,2601.0
2024-09-02,2024,9,36,OP,2370,2314,205,1616.97,1613.54,1696.75,35.8,315.59,0,0.0451,2532.0,2643.0
2024-09-09,2024,9,37,OP,1901,1874,402,1533.36,1491.84,1578.41,58.3,310.94,0,0.0276,2428.0,2630.0
2024-09-16,2024,9,38,OP,2042,2145,253,1537.03,1576.01,1535.53,61.1,309.0,0,-0.0171,2281.0,2570.0
2024-09-23,2024,9,39,OP,2103,1999,156,1605.68,1621.46,1590.97,72.6,312.38,0,-0.0146,2293.0,2507.0
2024-09-30,2024,9,40,OP,2239,2036,0,1485.69,1514.52,1420.41,44.8,308.34,0,-0.013,2104.0,2464.0
2024-10-07,2024,10,41,OP,2171,1987,0,1466.94,1487.57,1613.54,40.0,310.06,0,0.0212,2071.0,2409.0
2024-10-14,2024,10,42,OP,2268,2220,0,1478.61,1482.88,1318.72,56.6,303.29,0,-0.0484,2139.0,2350.0
2024-10-21,2024,10,43,OP,2296,2193,0,1468.52,1468.04,1536.47,62.3,305.8,0,-0.0274,2195.0,2319.0
2024-10-28,2024,10,44,OP,2290,2486,143,1445.79,1401.16,1537.98,53.3,317.54,0,-0.0077,2244.0,2293.0
2024-11-04,2024,11,45,OP,1844,1819,0,1319.94,1348.7,1444.83,35.9,316.33,0,-0.0516,2256.0,2252.0
2024-11-11,2024,11,46,OP,2050,1957,0,1384.09,1389.65,1398.33,23.6,310.6,0,-0.0305,2174.0,2198.0
2024-11-18,2024,11,47,OP,2172,2190,0,1328.22,1347.22,1325.5,31.8,315.4,0,-0.0501,2120.0,2203.0
2024-11-25,2024,11,48,OP,2156,2381,396,1284.48,1296.32,1338.35,52.9,313.74,0,-0.033,2089.0,2146.0
2024-12-02,2024,12,49,OP,2327,2220,0,1381.41,1367.42,1371.49,13.8,318.63,0,0.0059,2056.0,2128.0
2024-12-09,2024,12,50,OP,2026,2109,0,1493.43,1493.69,1496.89,56.1,318.11,0,0.0165,2176.0,2163.0
2024-12-16,2024,12,51,OP,1680,1530,0,1278.77,1242.35,1287.9,42.5,313.16,0,-0.0113,2170.0,2162.0
2024-12-23,2024,12,52,OP,1927,1797,0,1296.29,1308.64,1427.47,6.7,319.69,0,-0.03,2047.0,2127.0
2021-01-04,2021,1,1,Pekoe,1238,1375,134,1580.63,1561.64,1562.19,17.9,313.24,0,0.0199,,
2021-01-11,2021,1,2,Pekoe,1160,1216,327,1455.83,1450.42,1391.4,32.3,305.15,0,-0.0423,1238.0,1238.0
